edition,athlete,noc,gender,event,medal,season
1996,"CHO, In-Chul",KOR,Men,73 - 81kg (half-middleweight),Bronze,Summer
1996,"CHO, Min-Sun",KOR,Women,61 - 66kg (middleweight),Gold,Summer
1996,"HYUN, Sook-Hee",KOR,Women,48 - 52kg (half-lightweight),Silver,Summer
1996,"JUNG, Sun Yong",KOR,Women,52 - 56kg (lightweight),Silver,Summer
1996,"JUNG, Sung-Sook",KOR,Women,56 - 61kg (half-middleweight),Bronze,Summer
1996,"NOMURA, Tadahiro",JPN,Men,- 60 kg,Gold,Summer
1996,"NAKAMURA, Kenzo",JPN,Men,66 - 73kg (lightweight),Gold,Summer
1996,"NAKAMURA, Yukimasa",JPN,Men,60 - 66kg (half-lightweight),Silver,Summer
1996,"KOGA, Toshihiko",JPN,Men,73 - 81kg (half-middleweight),Silver,Summer
1996,"EMOTO, Yuko",JPN,Women,56 - 61kg (half-middleweight),Gold,Summer
1996,"TANI, Ryoko",JPN,Women,- 48kg (extra-lightweight),Silver,Summer
1996,"TANABE, Yoko",JPN,Women,66 - 72kg (half-heavyweight),Silver,Summer
1996,"NARAZAKI, Noriko",JPN,Women,48 - 52kg (half-lightweight),Bronze,Summer
1996,"GIOVINAZZO, Girolamo",ITA,Men,- 60 kg,Silver,Summer
1996,"SCAPIN, Ylenia",ITA,Women,66 - 72kg (half-heavyweight),Bronze,Summer
1996,"QUELLMALZ, Udo",GER,Men,60 - 66kg (half-lightweight),Gold,Summer
1996,"TRAUTMANN, Richard",GER,Men,- 60 kg,Bronze,Summer
1996,"MOELLER, Frank",GER,Men,+ 100kg (heavyweight),Bronze,Summer
1996,"SPITTKA, Marko",GER,Men,81 - 90kg (middleweight),Bronze,Summer
1996,"HAGN, Johanna",GER,Women,+ 72kg (heavyweight),Bronze,Summer
1996,"LIPARTELIANI, Soso",GEO,Men,73 - 81kg (half-middleweight),Bronze,Summer
1996,"DOUILLET, David",FRA,Men,+ 100kg (heavyweight),Gold,Summer
1996,"BOURAS, Djamel",FRA,Men,73 - 81kg (half-middleweight),Gold,Summer
1996,"GAGLIANO, Christophe",FRA,Men,66 - 73kg (lightweight),Bronze,Summer
1996,"TRAINEAU, Stephane",FRA,Men,90 - 100kg (half-heavyweight),Bronze,Summer
1996,"RESTOUX, Marie-Claire",FRA,Women,48 - 52kg (half-lightweight),Gold,Summer
1996,"CICOT, Christine",FRA,Women,+ 72kg (heavyweight),Bronze,Summer
1996,"PEREZ LOBO, Ernesto",ESP,Men,+ 100kg (heavyweight),Silver,Summer
1996,"SOLER, Yolanda",ESP,Women,- 48kg (extra-lightweight),Bronze,Summer
1996,"FERNANDEZ, Isabel",ESP,Women,52 - 56kg (lightweight),Bronze,Summer
1996,"HERNANDEZ PLANA, Israel",CUB,Men,60 - 66kg (half-lightweight),Bronze,Summer
1996,"GONZALEZ, Driulys",CUB,Women,52 - 56kg (lightweight),Gold,Summer
1996,"RODRIGUEZ VILLANUEVA, Estela",CUB,Women,+ 72kg (heavyweight),Silver,Summer
1996,"SAVON, Amarilys",CUB,Women,- 48kg (extra-lightweight),Bronze,Summer
1996,"VERDECIA, Legna",CUB,Women,48 - 52kg (half-lightweight),Bronze,Summer
1996,"LUNA CASTELLANO, Diadenis",CUB,Women,66 - 72kg (half-heavyweight),Bronze,Summer
1996,"SUN, Fuming",CHN,Women,+ 72kg (heavyweight),Gold,Summer
1996,"WANG, Xianbo",CHN,Women,61 - 66kg (middleweight),Bronze,Summer
1996,"GUIMARAES, Henrique",BRA,Men,60 - 66kg (half-lightweight),Bronze,Summer
1996,"MIGUEL FERNANDEZ, Aurelio",BRA,Men,90 - 100kg (half-heavyweight),Bronze,Summer
1996,"VAN BARNEVELD, Harry",BEL,Men,+ 100kg (heavyweight),Bronze,Summer
1996,"WERBROUCK, Ulla",BEL,Women,66 - 72kg (half-heavyweight),Gold,Summer
1996,"VANDECAVEYE, Gella",BEL,Women,56 - 61kg (half-middleweight),Silver,Summer
1996,"LOMBA, Marisabel",BEL,Women,52 - 56kg (lightweight),Bronze,Summer
1996,"ZENOVKA, Edouard",RUS,Men,Individual competition,Silver,Summer
1996,"PARYGIN, Alexander",KAZ,Men,Individual competition,Gold,Summer
1996,"MARTINEK, Janos",HUN,Men,Individual competition,Bronze,Summer
1996,"GAILES, Jason",USA,Men,quadruple sculls without coxswain (4x),Silver,Summer
1996,"JAMIESON, Brian",USA,Men,quadruple sculls without coxswain (4x),Silver,Summer
1996,"MUELLER, Eric",USA,Men,quadruple sculls without coxswain (4x),Silver,Summer
1996,"YOUNG, Tim",USA,Men,quadruple sculls without coxswain (4x),Silver,Summer
1996,"CARLUCCI, William",USA,Men,lightweight coxless four (4-),Bronze,Summer
1996,"COLLINS, David",USA,Men,lightweight coxless four (4-),Bronze,Summer
1996,"PFAENDTNER, Jeff",USA,Men,lightweight coxless four (4-),Bronze,Summer
1996,"SCHNEIDER, Marc",USA,Men,lightweight coxless four (4-),Bronze,Summer
1996,"BELL, Teresa Z.",USA,Women,lightweight double sculls (2x),Silver,Summer
1996,"BURNS, Lindsay",USA,Women,lightweight double sculls (2x),Silver,Summer
1996,"KRAFT, Karen",USA,Women,pair without coxswain (2-),Silver,Summer
1996,"SCHWEN, Missy",USA,Women,pair without coxswain (2-),Silver,Summer
1996,"FROLOVA, Inna",UKR,Women,quadruple sculls without coxswain (4x),Silver,Summer
1996,"MAZIY, Svetlana",UKR,Women,quadruple sculls without coxswain (4x),Silver,Summer
1996,"MIFTAKHUTDINOVA, Diana",UKR,Women,quadruple sculls without coxswain (4x),Silver,Summer
1996,"RONZHINA, Olena",UKR,Women,quadruple sculls without coxswain (4x),Silver,Summer
1996,"GIER, Markus",SUI,Men,lightweight double sculls (2x),Gold,Summer
1996,"GIER, Michael",SUI,Men,lightweight double sculls (2x),Gold,Summer
1996,"MUELLER, Xeno",SUI,Men,single sculls (1x),Gold,Summer
1996,"AKSYONOV, Nikolay",RUS,Men,eight with coxswain (8+),Bronze,Summer
1996,"CHERMASHENTSEV, Anton",RUS,Men,eight with coxswain (8+),Bronze,Summer
1996,"GLUKHOV, Andrey",RUS,Men,eight with coxswain (8+),Bronze,Summer
1996,"LUKYANOV, Aleksandr",RUS,Men,eight with coxswain (8+),Bronze,Summer
1996,"MATVEYEV, Sergeij",RUS,Men,eight with coxswain (8+),Bronze,Summer
1996,"MELNIKOV, Pavel",RUS,Men,eight with coxswain (8+),Bronze,Summer
1996,"MONCHENKO, Roman",RUS,Men,eight with coxswain (8+),Bronze,Summer
1996,"ROZINKEVICH, Dmitriy",RUS,Men,eight with coxswain (8+),Bronze,Summer
1996,"VOLODENKOV, Vladimir",RUS,Men,eight with coxswain (8+),Bronze,Summer
1996,"COCHELEA, Veronica",ROU,Women,eight with coxswain (8+),Gold,Summer
1996,"GAFENCU, Liliana",ROU,Women,eight with coxswain (8+),Gold,Summer
1996,"GEORGESCU, Elena",ROU,Women,eight with coxswain (8+),Gold,Summer
1996,"IGNAT, Doina",ROU,Women,eight with coxswain (8+),Gold,Summer
1996,"LIPA, Elisabeta",ROU,Women,eight with coxswain (8+),Gold,Summer
1996,"OLTEANU, Ioana",ROU,Women,eight with coxswain (8+),Gold,Summer
1996,"POPESCU, Marioara",ROU,Women,eight with coxswain (8+),Gold,Summer
1996,"SPIRCU, Doina",ROU,Women,eight with coxswain (8+),Gold,Summer
1996,"TANASE, Anca",ROU,Women,eight with coxswain (8+),Gold,Summer
1996,"BURCICA, Constanta",ROU,Women,lightweight double sculls (2x),Gold,Summer
1996,"MACOVICIUC, Camelia",ROU,Women,lightweight double sculls (2x),Gold,Summer
1996,"STOERSETH, Steffen",NOR,Men,double sculls (2x),Silver,Summer
1996,"UNDSET, Kjetil",NOR,Men,double sculls (2x),Silver,Summer
1996,"BARTMAN, Michiel",NED,Men,eight with coxswain (8+),Gold,Summer
1996,"DUYSTER, Jeroen",NED,Men,eight with coxswain (8+),Gold,Summer
1996,"FLORIJN, Ronald",NED,Men,eight with coxswain (8+),Gold,Summer
1996,"MAASDIJK, Koos",NED,Men,eight with coxswain (8+),Gold,Summer
1996,"RIENKS, Nico",NED,Men,eight with coxswain (8+),Gold,Summer
1996,"SIMON, Diederik",NED,Men,eight with coxswain (8+),Gold,Summer
1996,"VAN DER ZWAN, Niels",NED,Men,eight with coxswain (8+),Gold,Summer
1996,"VAN STEENIS, Niels",NED,Men,eight with coxswain (8+),Gold,Summer
1996,"ZWOLLE, Hendrik Jan",NED,Men,eight with coxswain (8+),Gold,Summer
1996,"AARDEWIJN, Pepijn",NED,Men,lightweight double sculls (2x),Silver,Summer
1996,"VAN DER LINDEN, Maarten",NED,Men,lightweight double sculls (2x),Silver,Summer
1996,"EIJS, Irene",NED,Women,double sculls (2x),Bronze,Summer
1996,"VAN NES, Eeke",NED,Women,double sculls (2x),Bronze,Summer
1996,"ABBAGNALE, Agostino",ITA,Men,double sculls (2x),Gold,Summer
1996,"TIZZANO, Davide",ITA,Men,double sculls (2x),Gold,Summer
1996,"HAJEK, Andreas",GER,Men,quadruple sculls without coxswain (4x),Gold,Summer
1996,"STEINER, Andre",GER,Men,quadruple sculls without coxswain (4x),Gold,Summer
1996,"VOLKERT, Stephan",GER,Men,quadruple sculls without coxswain (4x),Gold,Summer
1996,"WILLMS, Andre",GER,Men,quadruple sculls without coxswain (4x),Gold,Summer
1996,"BAAR, Roland",GER,Men,eight with coxswain (8+),Silver,Summer
1996,"HUHN, Wolfram",GER,Men,eight with coxswain (8+),Silver,Summer
1996,"KIRCHHOFF, Detlef",GER,Men,eight with coxswain (8+),Silver,Summer
1996,"KLEINSCHMIDT, Mark",GER,Men,eight with coxswain (8+),Silver,Summer
1996,"RICHTER, Frank Joerg",GER,Men,eight with coxswain (8+),Silver,Summer
1996,"STREPPELHOFF, Thorsten",GER,Men,eight with coxswain (8+),Silver,Summer
1996,"THIEDE, Peter",GER,Men,eight with coxswain (8+),Silver,Summer
1996,"VIEFERS, Ulrich",GER,Men,eight with coxswain (8+),Silver,Summer
1996,"WEBER, Marc",GER,Men,eight with coxswain (8+),Silver,Summer
1996,"LANGE, Thomas",GER,Men,single sculls (1x),Bronze,Summer
1996,"BORON, Kathrin",GER,Women,quadruple sculls without coxswain (4x),Gold,Summer
1996,"KPPEN, Kerstin",GER,Women,quadruple sculls without coxswain (4x),Gold,Summer
1996,"RUTSCHOW, Katrin",GER,Women,quadruple sculls without coxswain (4x),Gold,Summer
1996,"SORGERS, Jana",GER,Women,quadruple sculls without coxswain (4x),Gold,Summer
1996,"PINSENT, Matthew",GBR,Men,coxless pair (2-),Gold,Summer
1996,"REDGRAVE, Steven",GBR,Men,coxless pair (2-),Gold,Summer
1996,"FOSTER, Tim James",GBR,Men,four without coxswain (4-),Bronze,Summer
1996,"OBHOLZER, Rupert John",GBR,Men,four without coxswain (4-),Bronze,Summer
1996,"SEARLE, Gregory Mark Pascol",GBR,Men,four without coxswain (4-),Bronze,Summer
1996,"SEARLE, Jonathan William",GBR,Men,four without coxswain (4-),Bronze,Summer
1996,"BOSQUET, Gilles",FRA,Men,four without coxswain (4-),Silver,Summer
1996,"FAUCHE, Daniel",FRA,Men,four without coxswain (4-),Silver,Summer
1996,"MONCELET, Olivier",FRA,Men,four without coxswain (4-),Silver,Summer
1996,"VECTEN, Bertrand",FRA,Men,four without coxswain (4-),Silver,Summer
1996,"ANDRIEUX, Michel",FRA,Men,coxless pair (2-),Bronze,Summer
1996,"ROLLAND, Jean Christophe",FRA,Men,coxless pair (2-),Bronze,Summer
1996,"BARATHAY, Samuel",FRA,Men,double sculls (2x),Bronze,Summer
1996,"KOWAL, Frederic",FRA,Men,double sculls (2x),Bronze,Summer
1996,"CORTIN, Helene",FRA,Women,pair without coxswain (2-),Bronze,Summer
1996,"GOSSE, Christine",FRA,Women,pair without coxswain (2-),Bronze,Summer
1996,"EBBESEN, Eskild Balschmidt",DEN,Men,lightweight coxless four (4-),Gold,Summer
1996,"FEDDERSEN, Victor",DEN,Men,lightweight coxless four (4-),Gold,Summer
1996,"HENRIKSEN, Niels",DEN,Men,lightweight coxless four (4-),Gold,Summer
1996,"POULSEN, Thomas",DEN,Men,lightweight coxless four (4-),Gold,Summer
1996,"HANSEN, Trine",DEN,Women,single sculls (1x),Bronze,Summer
1996,"CAO, Mianying",CHN,Women,double sculls (2x),Silver,Summer
1996,"ZHANG, Xiuyun",CHN,Women,double sculls (2x),Silver,Summer
1996,"BOYES, Dave",CAN,Men,lightweight coxless four (4-),Silver,Summer
1996,"HASSETT, Gavin",CAN,Men,lightweight coxless four (4-),Silver,Summer
1996,"LAY, Jeffrey",CAN,Men,lightweight coxless four (4-),Silver,Summer
1996,"PEAKER, Brian",CAN,Men,lightweight coxless four (4-),Silver,Summer
1996,"PORTER, Derek",CAN,Men,single sculls (1x),Silver,Summer
1996,"HEDDLE, Kathleen",CAN,Women,double sculls (2x),Gold,Summer
1996,"MCBEAN, Marnie Elizabeth",CAN,Women,double sculls (2x),Gold,Summer
1996,"KORN, Alison",CAN,Women,eight with coxswain (8+),Silver,Summer
1996,"LUKE, Theresa",CAN,Women,eight with coxswain (8+),Silver,Summer
1996,"MAUNDER, Maria",CAN,Women,eight with coxswain (8+),Silver,Summer
1996,"MCDERMID, Heather",CAN,Women,eight with coxswain (8+),Silver,Summer
1996,"MONROE, Jessica",CAN,Women,eight with coxswain (8+),Silver,Summer
1996,"ROBINSON, Emma",CAN,Women,eight with coxswain (8+),Silver,Summer
1996,"THOMPSON, Lesley Allison",CAN,Women,eight with coxswain (8+),Silver,Summer
1996,"TSANG, Tosha",CAN,Women,eight with coxswain (8+),Silver,Summer
1996,"VAN DER KAMP, Anna",CAN,Women,eight with coxswain (8+),Silver,Summer
1996,"LAUMANN, Silken Suzette",CAN,Women,single sculls (1x),Silver,Summer
1996,"BIESENTHAL, Laryssa",CAN,Women,quadruple sculls without coxswain (4x),Bronze,Summer
1996,"HEDDLE, Kathleen",CAN,Women,quadruple sculls without coxswain (4x),Bronze,Summer
1996,"MCBEAN, Marnie Elizabeth",CAN,Women,quadruple sculls without coxswain (4x),Bronze,Summer
1996,"O'GRADY, Diane",CAN,Women,quadruple sculls without coxswain (4x),Bronze,Summer
1996,"KARSTEN, Ekaterina",BLR,Women,single sculls (1x),Gold,Summer
1996,"DAVYDENKO, Tamara",BLR,Women,eight with coxswain (8+),Bronze,Summer
1996,"LAVRINENKO, Natalya",BLR,Women,eight with coxswain (8+),Bronze,Summer
1996,"MIKULICH, Yelena",BLR,Women,eight with coxswain (8+),Bronze,Summer
1996,"PANKINA, Aleksandra",BLR,Women,eight with coxswain (8+),Bronze,Summer
1996,"PAVLOVICH, Yaroslava",BLR,Women,eight with coxswain (8+),Bronze,Summer
1996,"SKRABATUN, Valentina",BLR,Women,eight with coxswain (8+),Bronze,Summer
1996,"STASYUK, Natalia",BLR,Women,eight with coxswain (8+),Bronze,Summer
1996,"VOLCHEK, Natalya",BLR,Women,eight with coxswain (8+),Bronze,Summer
1996,"ZNAK, Marina",BLR,Women,eight with coxswain (8+),Bronze,Summer
1996,"GINN, Drew",AUS,Men,four without coxswain (4-),Gold,Summer
1996,"GREEN, Nicholas",AUS,Men,four without coxswain (4-),Gold,Summer
1996,"MCKAY, Mike",AUS,Men,four without coxswain (4-),Gold,Summer
1996,"TOMKINS, James",AUS,Men,four without coxswain (4-),Gold,Summer
1996,"SCOTT, Robert Geoffrey",AUS,Men,coxless pair (2-),Silver,Summer
1996,"WEIGHTMAN, David",AUS,Men,coxless pair (2-),Silver,Summer
1996,"EDWARDS, Anthony",AUS,Men,lightweight double sculls (2x),Bronze,Summer
1996,"HICK, Bruce",AUS,Men,lightweight double sculls (2x),Bronze,Summer
1996,"FREE, Duncan",AUS,Men,quadruple sculls without coxswain (4x),Bronze,Summer
1996,"HANSON, Boden Joseph",AUS,Men,quadruple sculls without coxswain (4x),Bronze,Summer
1996,"HOOKER, Janusz",AUS,Men,quadruple sculls without coxswain (4x),Bronze,Summer
1998,,USA,Women,individual,Silver,Winter
1996,"SNOOK, Ronald",AUS,Men,quadruple sculls without coxswain (4x),Bronze,Summer
1996,"SLATTER, Kate Elizabeth",AUS,Women,pair without coxswain (2-),Gold,Summer
1996,"STILL, Megan Leanne",AUS,Women,pair without coxswain (2-),Gold,Summer
1996,"JOYCE, Rebecca",AUS,Women,lightweight double sculls (2x),Bronze,Summer
1996,"LEE, Virginia",AUS,Women,lightweight double sculls (2x),Bronze,Summer
1996,"BARTON, Jim",USA,Men,fleet/match race keelboat open (Soling),Bronze,Summer
1996,"MADRIGALI, Jeff",USA,Men,fleet/match race keelboat open (Soling),Bronze,Summer
1996,"MASSEY, Kent",USA,Men,fleet/match race keelboat open (Soling),Bronze,Summer
1996,"BECKER-DEY, Courtenay",USA,Women,single-handed dinghy (Europe),Bronze,Summer
1996,"BRASLAVETS, Yevhen",UKR,Men,470 - Two Person Dinghy,Gold,Summer
1996,"MATVIYENKO, Ihor",UKR,Men,470 - Two Person Dinghy,Gold,Summer
1996,"PAKHOLCHIK, Olena",UKR,Women,470 - Two Person Dinghy,Bronze,Summer
1996,"TARAN, Ruslana",UKR,Women,470 - Two Person Dinghy,Bronze,Summer
1996,"LOHSE, Bobby",SWE,Men,two-person keelboat open (Star),Silver,Summer
1996,"WALLEN, Hans",SWE,Men,two-person keelboat open (Star),Silver,Summer
1996,"SHABANOV, Dmitriy",RUS,Men,fleet/match race keelboat open (Soling),Silver,Summer
1996,"SHAYDUKO, Gueorgi",RUS,Men,fleet/match race keelboat open (Soling),Silver,Summer
1996,"SKALIN, Igor",RUS,Men,fleet/match race keelboat open (Soling),Silver,Summer
1996,"BARRETO, Nuno",POR,Men,470 - Two Person Dinghy,Bronze,Summer
1996,"ROCHA, Victor Hugo",POR,Men,470 - Two Person Dinghy,Bronze,Summer
1996,"KUSZNIEREWICZ, Mateusz",POL,Men,single-handed dinghy (Finn),Gold,Summer
1996,"KENDALL, Barbara",NZL,Women,board (Mistral),Silver,Summer
1996,"MOBERG, Peer",NOR,Men,single-handed dinghy open (Laser),Bronze,Summer
1996,"HEINER, Roy",NED,Men,single-handed dinghy (Finn),Bronze,Summer
1996,"MATTHIJSSE, Margriet",NED,Women,single-handed dinghy (Europe),Silver,Summer
1996,"KINOSHITA, Yurie Alicia",JPN,Women,470 - Two Person Dinghy,Silver,Summer
1996,"SHIGE, Yumiko",JPN,Women,470 - Two Person Dinghy,Silver,Summer
1996,"SENSINI, Alessandra",ITA,Women,board (Mistral),Bronze,Summer
1996,"FRIDMAN, Gal",ISR,Men,board (Mistral),Bronze,Summer
1996,"LEE, Lai Shan",HKG,Women,board (Mistral),Gold,Summer
1996,"KAKLAMANAKIS, Nikolaos",GRE,Men,board (Mistral),Gold,Summer
1996,"FLACH, Thomas",GER,Men,fleet/match race keelboat open (Soling),Gold,Summer
1996,"JKEL, Bernd",GER,Men,fleet/match race keelboat open (Soling),Gold,Summer
1996,"SCHMANN, Jochen",GER,Men,fleet/match race keelboat open (Soling),Gold,Summer
1996,"MERRICKS, John",GBR,Men,470 - Two Person Dinghy,Silver,Summer
1996,"WALKER, Ian",GBR,Men,470 - Two Person Dinghy,Silver,Summer
1996,"AINSLIE, Ben",GBR,Men,single-handed dinghy open (Laser),Silver,Summer
1996,"BALLESTER TULTESA, Jose Luis",ESP,Men,Tornado - Multihull,Gold,Summer
1996,"LEON, Fernando",ESP,Men,Tornado - Multihull,Gold,Summer
1996,"VIA DUFRESNE, Begona",ESP,Women,470 - Two Person Dinghy,Gold,Summer
1996,"ZABELL, Theresa",ESP,Women,470 - Two Person Dinghy,Gold,Summer
1996,"ROUG, Kristine",DEN,Women,single-handed dinghy (Europe),Gold,Summer
1996,"SCHEIDT, Robert",BRA,Men,single-handed dinghy open (Laser),Gold,Summer
1996,"FERREIRA, Marcelo",BRA,Men,two-person keelboat open (Star),Gold,Summer
1996,"GRAEL, Torben",BRA,Men,two-person keelboat open (Star),Gold,Summer
1996,"GRAEL, Lars",BRA,Men,Tornado - Multihull,Bronze,Summer
1996,"PELLICANO, Kiko",BRA,Men,Tornado - Multihull,Bronze,Summer
1996,"GODEFROID, Sebastien",BEL,Men,single-handed dinghy (Finn),Silver,Summer
1996,"BOOTH, Mitch",AUS,Men,Tornado - Multihull,Silver,Summer
1996,"LANDENBERGER, Andrew",AUS,Men,Tornado - Multihull,Silver,Summer
1996,"BEASHEL, Colin",AUS,Men,two-person keelboat open (Star),Bronze,Summer
1996,"GILES, David",AUS,Men,two-person keelboat open (Star),Bronze,Summer
1996,"ESPINOLA, Carlos",ARG,Men,board (Mistral),Silver,Summer
1996,"IVOSEV, Aleksandra",YUG,Women,50m rifle 3 positions (3x20 shots),Gold,Summer
1996,"IVOSEV, Aleksandra",YUG,Women,10m air rifle (40 shots),Bronze,Summer
1996,"LAKATOS, Josh",USA,Men,trap (125 targets),Silver,Summer
1996,"BADE, Lance",USA,Men,trap (125 targets),Bronze,Summer
1996,"RHODE, Kimberly",USA,Women,double trap (120 targets),Gold,Summer
1996,"GONCI, Jozef",SVK,Men,50m rifle prone (60 shots),Bronze,Summer
1996,"KHADJIBEKOV, Artem",RUS,Men,10m air rifle (60 shots),Gold,Summer
1996,"KOKOREV, Boris",RUS,Men,50m pistol (60 shots),Gold,Summer
1996,"KLOCHNEVA, Olga",RUS,Women,10m air pistol (40 shots),Gold,Summer
1996,"LOGVINENKO, Marina",RUS,Women,10m air pistol (40 shots),Silver,Summer
1996,"GERASIMENOK, Irina",RUS,Women,50m rifle 3 positions (3x20 shots),Silver,Summer
1996,"LOGVINENKO, Marina",RUS,Women,25m pistol (30+30 shots),Bronze,Summer
1996,"RZEPKOWSKI, Miroslaw",POL,Men,skeet (125 targets),Silver,Summer
1996,"MAUER, Renata",POL,Women,10m air rifle (40 shots),Gold,Summer
1996,"MAUER, Renata",POL,Women,50m rifle 3 positions (3x20 shots),Bronze,Summer
1996,"BELIAEV, Sergey",KAZ,Men,50m rifle 3 positions (3x40 shots),Silver,Summer
1996,"BELIAEV, Sergey",KAZ,Men,50m rifle prone (60 shots),Silver,Summer
1996,"VOKHMIANINE, Vladimir",KAZ,Men,25m rapid fire pistol (60 shots),Bronze,Summer
1996,"DI DONNA, Roberto",ITA,Men,10m air pistol (60 shots),Gold,Summer
1996,"FALCO, Ennio",ITA,Men,skeet (125 targets),Gold,Summer
1996,"PERA, Albano",ITA,Men,double trap (150 targets),Silver,Summer
1996,"DI DONNA, Roberto",ITA,Men,50m pistol (60 shots),Bronze,Summer
1996,"BENELLI, Andrea",ITA,Men,skeet (125 targets),Bronze,Summer
1996,"SCHUMANN, Ralf",GER,Men,25m rapid fire pistol (60 shots),Gold,Summer
1996,"KLEES, Christian",GER,Men,50m rifle prone (60 shots),Gold,Summer
1996,"HORNEBER, Petra",GER,Women,10m air rifle (40 shots),Silver,Summer
1996,"KIERMAYER, Susanne",GER,Women,double trap (120 targets),Silver,Summer
1996,"AMAT, Jean Pierre",FRA,Men,50m rifle 3 positions (3x40 shots),Gold,Summer
1996,"AMAT, Jean Pierre",FRA,Men,10m air rifle (60 shots),Bronze,Summer
1996,"JANUS, Miroslav",CZE,Men,50m running target (30+30 shots),Bronze,Summer
1996,"YANG, Ling",CHN,Men,50m running target (30+30 shots),Gold,Summer
1996,"WANG, Yifu",CHN,Men,10m air pistol (60 shots),Silver,Summer
1996,"XIAO, Jun",CHN,Men,50m running target (30+30 shots),Silver,Summer
1996,"ZHANG, Bing",CHN,Men,double trap (150 targets),Bronze,Summer
1996,"LI, Duihong",CHN,Women,25m pistol (30+30 shots),Gold,Summer
1996,"MILEV, Emil Ivanov",BUL,Men,25m rapid fire pistol (60 shots),Silver,Summer
1996,"KIRIAKOV, Tanyu",BUL,Men,10m air pistol (60 shots),Bronze,Summer
1996,"YORGOVA, Diana Vassileva",BUL,Women,25m pistol (30+30 shots),Silver,Summer
1996,"GROZDEVA, Maria",BUL,Women,10m air pistol (40 shots),Bronze,Summer
1996,"BASINSKI, Igor",BLR,Men,50m pistol (60 shots),Silver,Summer
1996,"WAIBEL JR, Wolfram",AUT,Men,10m air rifle (60 shots),Silver,Summer
1996,"WAIBEL JR, Wolfram",AUT,Men,50m rifle 3 positions (3x40 shots),Bronze,Summer
1996,"MARK, Russell",AUS,Men,double trap (150 targets),Gold,Summer
1996,"DIAMOND, Michael",AUS,Men,trap (125 targets),Gold,Summer
1996,"HUDDLESTON, Deserie",AUS,Women,double trap (120 targets),Bronze,Summer
1996,"BERG, Laura",USA,Women,softball,Gold,Summer
1996,"BOXX, Gillian",USA,Women,softball,Gold,Summer
1996,"CORNELL, Sheila",USA,Women,softball,Gold,Summer
1996,"FERNANDEZ, Lisa",USA,Women,softball,Gold,Summer
1996,"GRANGER, Michele",USA,Women,softball,Gold,Summer
1996,"HARRIGAN, Lori",USA,Women,softball,Gold,Summer
1996,"HARRIS, Dionna",USA,Women,softball,Gold,Summer
1996,"MAHER, Kim",USA,Women,softball,Gold,Summer
1996,"O'BRIEN, Leah",USA,Women,softball,Gold,Summer
1996,"RICHARDSON, Dorothy",USA,Women,softball,Gold,Summer
1996,"SMITH, Julie",USA,Women,softball,Gold,Summer
1996,"SMITH, Michele",USA,Women,softball,Gold,Summer
1996,"STOKES, Shelly",USA,Women,softball,Gold,Summer
1996,"TYLER, Danielle",USA,Women,softball,Gold,Summer
1996,"WILLIAMS, Christa Lee",USA,Women,softball,Gold,Summer
1996,"AN, Zhongxin",CHN,Women,softball,Silver,Summer
1996,"CHEN, Hong",CHN,Women,softball,Silver,Summer
1996,"HE, Liping",CHN,Women,softball,Silver,Summer
1996,"LEI, Li",CHN,Women,softball,Silver,Summer
1996,"LIU, Xuqing",CHN,Women,softball,Silver,Summer
1996,"LIU, Yaju",CHN,Women,softball,Silver,Summer
1996,"MA, Ying",CHN,Women,softball,Silver,Summer
1996,"OU, Jingbai",CHN,Women,softball,Silver,Summer
1996,"TAO, Hua",CHN,Women,softball,Silver,Summer
1996,"WANG, Lihong",CHN,Women,softball,Silver,Summer
1996,"WANG, Ying",CHN,Women,softball,Silver,Summer
1996,"WEI, Qiang",CHN,Women,softball,Silver,Summer
1996,"XU, Jian",CHN,Women,softball,Silver,Summer
1996,"YAN, Fang",CHN,Women,softball,Silver,Summer
1996,"ZHANG, Chunfang",CHN,Women,softball,Silver,Summer
1996,"BROWN, Joanne",AUS,Women,softball,Bronze,Summer
1996,"COOPER, Kim",AUS,Women,softball,Bronze,Summer
1996,"CRUDGINGTON, Carolyn",AUS,Women,softball,Bronze,Summer
1996,"DIENELT, Kerry",AUS,Women,softball,Bronze,Summer
1996,"EDEBONE, Peta",AUS,Women,softball,Bronze,Summer
1996,"HARDING, Tanya",AUS,Women,softball,Bronze,Summer
1996,"HOLLIDAY, Jennifer",AUS,Women,softball,Bronze,Summer
1996,"LESTER, Jocelyn",AUS,Women,softball,Bronze,Summer
1996,"MCDERMID, Sally",AUS,Women,softball,Bronze,Summer
1996,"MCRAE, Francine",AUS,Women,softball,Bronze,Summer
1998,,RUS,Men,individual,Gold,Winter
1996,"PETRIE, Haylea",AUS,Women,softball,Bronze,Summer
1996,"RICHARDSON, Nicole",AUS,Women,softball,Bronze,Summer
1996,"ROCHE, Melanie",AUS,Women,softball,Bronze,Summer
1996,"WARD, Natalie",AUS,Women,softball,Bronze,Summer
1996,"WILKINS, Brooke",AUS,Women,softball,Bronze,Summer
1996,"CHEN, Jing",TPE,Women,singles,Silver,Summer
1996,"LEE, Chul Seung",KOR,Men,doubles,Bronze,Summer
1996,"YOO, Nam-Kyu",KOR,Men,doubles,Bronze,Summer
1996,"PARK, Hae-Jung",KOR,Women,doubles,Bronze,Summer
