2013,Actress,8/7/13,Acting,Lake Bell
2004,Former Governor Of New Jersey,1/28/04,Politician,Christine Todd Whitman
2008,Journalist,6/24/08,Media,James Harding
2008,Former Us Secretary Of State,3/3/08,Politician,Hillary Clinton
2015,Actress,3/3/15,Acting,Sigourney Weaver
1999,Actress,2/16/99,Acting,Melina Kanakaredes
2009,Author,8/10/09,Media,Douglas Brinkley
2008,Actor,7/22/08,Acting,Will Ferrell and John C. Reilly
2012,Actor,2/1/12,Acting,Brad Pitt
1999,Comedian,6/8/99,Comedy,Caroline Rhea
2000,Comedian,10/24/00,Comedy,Jeff Garlin
2012,Reporter,11/5/12,Media,Martha Raddatz
2003,Actor,11/3/03,Acting,Kyle MacLachlan
2011,Director,6/14/11,Media,J.J. Abrams
2007,US senator,1/25/07,Politician,Sen. Chuck Schumer
2002,Singer-Songwriter,11/4/02,Musician,Christina Aguilera
2005,Actor,7/19/05,Acting,Billy Bob Thornton
2013,Actor,9/11/13,Acting,Bob Odenkirk & David Cross
2002,Rock Band,4/11/02,Musician,The Goo Goo Dolls
1999,Actor,4/14/99,Acting,Jackie Chan
1999,Actor,9/15/99,Acting,Jason Priestley
2013,Director,5/13/13,Media,J. J. Abrams
2010,Former Governor of Arkansas,12/16/10,Politician,Mike Huckabee
1999,Stand-Up Comedian,9/16/99,Comedy,David Cross
2011,Actor,7/18/11,Acting,Daniel Radcliffe
2002,Journalist,6/19/02,Media,Cynthia McFadden
2014,Activist,2/20/14,Advocacy,Ronan Farrow
2005,US senator,8/24/05,Politician,Sen. Trent Lott
2004,Actor,1/7/04,Acting,Elijah Wood
2003,Commentator,5/5/03,Media,Chris Matthews
2014,Film Actor,11/13/14,Acting,Maziar Bahari & Gael Garcí_a Bernal
2004,Political Figure,8/25/04,Politician,Ed Gillespie
2005,Film actress,2/22/05,Acting,Rachel Weisz
2005,Lawyer,1/10/05,Misc,John Grisham
2011,US official,12/14/11,Government,Melody Barnes
2001,Journalist,7/17/01,Media,Maria Bartiromo
2002,Actor,7/23/02,Acting,Tim Blake Nelson
2012,Primatologist,4/16/12,Science,Jane Goodall
2010,Actress,10/7/10,Acting,Naomi Watts
2000,Actor,6/29/00,Acting,John C. Reilly
2015,White House Sommunications Director,4/28/15,Political Aide,George Stephanopoulos
2014,Actor,7/23/14,Acting,George Takei
2002,Rapper,11/18/02,Musician,Ja Rule
2010,Actor,3/2/10,Acting,Robert Pattinson
2001,Actor,7/18/01,Acting,Edward Norton
2000,Actress,7/10/00,Acting,Anna Paquin
2011,Physicist,10/26/11,Science,Lisa Randall
2004,Film Actor,8/4/04,Acting,Aaron Eckhart
2004,Former Governor Of Nebraska,4/26/04,Politician,Bob Kerrey
2004,Actor,1/29/04,Acting,Kelsey Grammer
2012,Film actress,3/14/12,Acting,Rachel Weisz
2005,Biographer,10/26/05,Media,Doris Kearns Goodwin
2005,Doctor,9/6/05,Science,Dr. Marc Siegel
2008,Consultant,1/17/08,Political Aide,Allen Raymond
2012,Television Host,3/29/12,Media,Rachel Maddow
2012,Actor,11/13/12,Acting,Jason Sudeikis
2002,Actress,9/24/02,Acting,Kate Hudson
2010,Track and field athlete,11/15/10,Athletics,Marion Jones
2015,Actor,6/30/15,Acting,Jon Hamm
2009,Television Host,5/21/09,Media,Larry King
2002,Actress,4/4/02,Acting,Ashley Judd
2001,Actor,4/11/01,Acting,Damon Wayans
2010,Actress,11/11/10,Acting,Rosario Dawson
2008,Humorist,6/3/08,Media,David Sedaris
2015,Actor,6/11/15,Acting,Mark Ruffalo
2003,NA,9/1/03,NA,"I'm a Correspondent, Please Don't Fire Me!"
2009,Author,10/15/09,Media,Jennifer Burns
2003,Actress,1/13/03,Acting,Kathy Bates
2011,Former White House Press Secretary,6/1/11,Political Aide,Bill Moyers
2007,Minister Of Defense,4/18/07,Politician,Ali Allawi
2011,Economist,8/3/11,Academic,Austan Goolsbee
2011,Actress,2/15/11,Acting,January Jones
2002,Former Vice President,12/9/02,Politician,Al Gore
1999,Actor,10/4/99,Acting,Greg Proops
2010,University Professor,8/5/10,Academic,Akbar Ahmed
2015,Journalist,3/16/15,Media,Andrew Cockburn
2013,Journalist,2/21/13,Media,Steven Brill
1999,Actress,10/20/99,Acting,Amy Brenneman
2008,Author,1/30/08,Media,Peggy Noonan
2007,Broadcaster,5/3/07,Media,Ted Koppel
2002,Actor,12/5/02,Acting,Rob Schneider
2009,Aviator,10/13/09,Misc,Chesley Sullenberger
2008,Journalist,3/20/08,Media,Alex Kingsbury
2008,Author,1/1/08,Media,Peggy Noonan
2010,Geneticist,6/9/10,Academic,Spencer Wells
2007,Actor,6/5/07,Acting,Paul Rudd
2009,Stand-Up Comedian,8/17/09,Comedy,David Cross
2000,Actress,3/14/00,Acting,Kim Delaney
2004,Analyst,11/11/04,Consultant,Kenneth Pollack
2013,Actress,6/24/13,Acting,Maggie Gyllenhaal
2014,Actor,11/3/14,Acting,Jake Gyllenhaal
2007,Actress,1/1/07,Acting,Meryl Streep
2005,Writer,7/13/05,Media,Bernard Goldberg
2010,Former First Lady of the United States,5/4/10,Politician,Rosalynn Carter
2006,American Political figure,6/13/06,Politician,Ken Mehlman
2008,Former Us Senator,10/23/08,Politician,Jon Corzine
2000,Actress,3/21/00,Acting,Marla Sokoloff
2002,Journalist,11/12/02,Media,Alexandra Pelosi
2003,Television Actress,8/7/03,Acting,Tracey Ullman
2012,Film Director,11/8/12,Media,Katie Dellamaggiore and Pobo Efekoro
2006,Rock duo,11/30/06,Musician,Tenacious D
2015,Actor,6/9/15,Acting,Nick Offerman
2012,Journalist,5/30/12,Media,Dan Rather
2007,Entrepreneur,2/26/07,Business,Craig Newmark
2005,Comedian,9/21/05,Comedy,Ricky Gervais
2004,Basketball Player,5/5/04,Athletics,Kareem Abdul-Jabbar
2010,Soccer Manager,6/30/10,Athletics,Landon Donovan and Bob Bradley
2000,Actor,7/17/00,Acting,Shawn Wayans & Marlon Wayans
2002,Journalist,9/16/02,Media,John Miller
2015,Rock Band,5/7/15,Musician,Mumford & Sons
2005,Singer,3/16/05,Musician,Al Green
1999,Actress,10/25/99,Acting,Cathy Moriarty
2006,Actor,4/19/06,Acting,Dennis Quaid
2009,Swimmer,8/6/09,Athletics,Dara Torres
2006,Former Governor Of Missouri,10/18/06,Politician,John Ashcroft
2002,Actor,6/24/02,Acting,Colin Farrell
2001,Actress,1/18/01,Acting,Lynn Whitfield
2008,Journalist,6/17/08,Media,Lara Logan
2002,Actress,5/8/02,Acting,Diane Lane
2011,Puppeteer,10/24/11,Media,Kevin Clash
2012,Actor,6/20/12,Acting,Steve Carell
2007,Actress,6/28/07,Acting,Claire Danes
2006,US senator,7/24/06,Politician,John McCain
1999,Actress,11/15/99,Acting,Christina Ricci
2000,American Politician,8/1/00,Politician,Bob Dole
2002,Actress,9/30/02,Acting,Bonnie Hunt
2012,Former President of the Maldives,4/2/12,Politician,Mohamed Nasheed
2013,Historian,10/30/13,Academic,Diane Ravitch
2012,Fbi Agent,2/13/12,Government,Ali Soufan
2003,Author,7/9/03,Media,Erica Jong
2013,Actress,4/22/13,Acting,Christina Hendricks
2011,Professor,3/2/11,Academic,Allison Stanger
2011,Actor,10/6/11,Acting,Jason Sudeikis
2006,Author,4/4/06,Media,Studs Terkel
2012,King,9/25/12,Politician,Abdullah II bin Al-Hussein
2001,Professor,12/3/01,Academic,Nadine Strossen
1999,Actor,3/18/99,Acting,Joseph Gordon-Levitt
2005,Journalist,4/13/05,Media,John Avlon
2014,Comedian,1/28/14,Comedy,Louis C.K.
2005,Stand-Up Comedian,4/20/05,Comedy,Dennis Miller
2013,Filmmaker,6/3/13,Media,Maxim Pozdorovkin & Mike Lerner
2015,Actress,6/3/15,Acting,Melissa McCarthy
2004,Secretary Of State,8/24/04,Politician,John Kerry
2009,Professor,9/28/09,Academic,Bruce Bueno de Mesquita
2006,Actor,5/4/06,Acting,John Malkovich
2015,Lawyer,2/23/15,Misc,Christine Lagarde
2001,Actor,1/23/01,Acting,Matthew McConaughey
2002,Actor,1/17/02,Acting,Jeremy Northam
2003,Actor,12/16/03,Acting,Ben Affleck
2007,Television Actor,4/17/07,Acting,Sig Hansen
2013,Professor,4/2/13,Academic,Jonathan Sperber
2007,Journalist,6/20/07,Media,Fareed Zakaria
2014,Minority Leader of the United States House of Representatives,1/30/14,Politician,Nancy Pelosi
2008,Actor,6/5/08,Acting,Adam Sandler
2000,Actor,8/24/00,Acting,Vincent D'Onofrio
2007,Economist,9/18/07,Academic,Alan Greenspan
1999,Vocalist,3/10/99,Musician,Sammy Hagar
2015,Journalist,4/29/15,Media,Judith Miller
2003,Journalist,2/18/03,Media,Steve Kroft
2011,Singer,9/29/11,Musician,Tony Bennett
2014,Law professor,9/17/14,Academic,Zephyr Teachout
2010,Author,9/28/10,Media,Arianna Huffington
2002,Actor,8/1/02,Acting,Mike Myers
2002,Actor,2/11/02,Acting,Scott Bakula
2013,Television Actress,4/11/13,Acting,Edie Falco
2009,Journalist,2/10/09,Media,Thomas Ricks
2006,Former President of Pakistan,9/26/06,Politician,Pervez Musharraf
2004,Actor,9/23/04,Acting,Matthew Broderick
2011,US president,11/8/11,Politician,Bill Clinton
2009,Author,8/12/09,Media,Larry Lawton (skit)[4] and Jeff Sharlet (interview)
2002,Actor,8/12/02,Acting,Michael C. Hall
2010,Actor,9/13/10,Acting,Ben Affleck
2009,Journalist,8/12/09,Media,Larry Lawton (skit)[4] and Jeff Sharlet (interview)
2015,Director,1/7/15,Media,Ava DuVernay
2005,Author,8/3/05,Media,John Crawford
2005,Journalist,12/14/05,Media,Tom Brokaw
2015,Actor,6/4/15,Acting,Steve Buscemi
2007,Professor,5/10/07,Academic,Reza Aslan
2000,Actor,11/13/00,Acting,Adam Sandler
2002,Actor,7/22/02,Acting,Regis Philbin
2004,Actor,4/7/04,Acting,Tim Robbins
1999,Stand-up comedian,9/27/99,Comedy,Norm Macdonald
2000,Actor,2/16/00,Acting,Matthew Perry
2012,Diplomat,9/17/12,Government,Kofi Annan
2011,Actress,8/1/11,Acting,Freida Pinto
2008,Screenwriter,4/14/08,Media,Judd Apatow
2012,Chef,4/5/12,Misc,Anthony Bourdain
2007,Actor,3/22/07,Acting,Don Cheadle
2008,Commentator,1/8/08,Media,David Frum
2004,Actor,4/6/04,Acting,Matthew Perry and Bruce Willis
2011,Author,5/4/11,Media,David Barton
2006,Journalist,3/27/06,Media,Michael Gordon
2012,AUTHOR,2/20/12,Media,Alan Huffman & Michael Rejebian
2004,Political Scientist,1/27/04,Consultant,Richard Perle
2001,Actor,5/3/01,Acting,Robert Patrick
2010,NA,10/28/10,NA,none
2013,Actress,1/7/13,Acting,Anne Hathaway
2004,Television Host,4/21/04,Media,John Gibson
1999,Actress,6/30/99,Acting,Roseanne Barr
2013,Actress,12/12/13,Acting,Evangeline Lilly
2006,Actor,5/16/06,Acting,Denis Leary
2004,Actor,11/18/04,Acting,Woody Harrelson
2000,Actress,11/28/00,Acting,Laura San Giacomo
2002,Journalist,10/9/02,Media,Peter Jennings
2005,US senator,11/1/05,Politician,Sen. Barbara Boxer
2005,Actor,10/31/05,Acting,D.L. Hughley
1999,Pianist,3/1/99,Musician,John Tesh
2012,US senator,1/24/12,Politician,Elizabeth Warren
2005,Businesswoman,11/14/05,Business,Martha Stewart
2009,Former United States Secretary of Transportation,12/15/09,Politician,Ray LaHood
2013,Satirist,4/24/13,Media,Bassem Youssef
2004,Actress,2/12/04,Acting,Drew Barrymore
2013,Actress,1/17/13,Acting,Lena Dunham
2001,Actor,8/21/01,Acting,Griffin Dunne
2005,Television Host,8/22/05,Media,Chris Wallace
2008,Journalist,5/14/08,Media,John Harwood
2004,Actress,6/22/04,Acting,Ashley Judd
2003,Actress,3/25/03,Acting,Connie Nielsen
2012,United States Senator,6/25/12,Politician,Marco Rubio
2009,Television Host,1/7/09,Media,Rachel Maddow
2011,Internet Entrepreneur,1/5/11,Business,Jimmy Wales
2009,Neurologist,6/29/09,Science,Oliver Sacks
2006,Journalist,12/14/06,Media,Rajiv Chandrasekaran
2012,Rock duo,6/28/12,Musician,Tenacious D
2006,Author,1/16/06,Media,Eugene Jarecki
2005,Journalist,2/3/05,Media,Joe Klein
2001,Actor,4/26/01,Acting,Tom Cavanagh
2006,Reporter,5/9/06,Media,Eric Shawn
2006,Journalist,8/8/06,Media,Brian Williams
2000,Actress,5/31/00,Acting,Thandie Newton
2011,Actress,8/18/11,Acting,Anne Hathaway
2002,Actress,5/16/02,Acting,Allison Janney
2009,US senator,4/15/09,Politician,Elizabeth Warren
2004,Author,6/7/04,Media,Donna Brazile
2015,Author,2/4/15,Media,Wes Moore
2006,Singer,3/29/06,Musician,Queen Latifah
2001,Author,12/18/01,Media,Peggy Noonan
2010,Journalist,9/29/10,Media,Linda Polman
2015,Journalist,3/5/15,Media,Gerald Posner
2011,Former U.S. Congressman,9/26/11,Politician,Ron Paul
2001,Chef,10/15/01,Misc,Emeril Lagasse
2009,Former Us Representative,8/4/09,Politician,Henry Waxman (D-CA)
2013,Consultant,7/30/13,Political Aide,Tim Gunn
2003,Actor,6/19/03,Acting,Ron Livingston
2002,Basketball Player,12/17/02,Athletics,Charles Barkley
2011,Actress,9/8/11,Acting,Marion Cotillard
2012,Musician,10/8/12,Musician,Pete Townshend
2010,Investment Banker,2/8/10,Business,Jenny Sanford
2000,Filmmaker,6/7/00,Media,Michael Moore
1999,Actress,3/31/99,Acting,Diane Lane
2012,Bassist,4/12/12,Musician,Esperanza Spalding
1999,Actor,12/2/99,Acting,Michael Boatman
2008,US secretary of defense,3/31/08,Politician,Chuck Hagel
2000,Film Actor,11/29/00,Acting,Billy Campbell
2014,Syrian Politician,9/29/14,Politician,Hadi al-Bahra
2012,NA,11/6/12,NA,Election Night: This Ends Now
2003,Actor,10/27/03,Acting,Ted Danson
2009,Journalist,11/30/09,Media,Maziar Bahari
2002,Actress,12/12/02,Acting,Anna Paquin
2013,Comedian,6/18/13,Comedy,Jim Gaffigan
2013,Author,5/2/13,Media,Eric Greitens
2005,Actress,1/13/05,Acting,Annette Bening
2010,Rock Band,1/13/10,Musician,Ringo Starr and The Ben Harper Band
2010,Writer,3/3/10,Media,Lynne Olson
2006,Mayor of Chicago,11/27/06,Politician,Rahm Emanuel
2010,Former Governor Of Washington,3/18/10,Politician,Gary Locke
2009,Television Host,1/5/09,Media,David Gregory
2009,Television Host,10/8/09,Media,David Gregory
2002,NA,5/23/02,NA,Matt Walsh Goes To Hawaii
2003,Actor,6/9/03,Acting,Guy Pearce
1999,Actress,3/24/99,Acting,Sandra Bullock
2003,Television Host,1/20/03,Media,Merv Griffin
2015,Hip-Hop Artist,3/11/15,Musician,Common
2004,NA,7/29/04,NA,None
2013,Astrophysicist,9/4/13,Science,Mario Livio
2003,Actress,12/18/03,Acting,Natalie Portman
2003,Singer,6/5/03,Musician,Tyrese Gibson
2012,Former Lieutenant Governor of Maryland,8/30/12,Politician,Michael Steele
2009,Scholar,5/11/09,Academic,Frank Partnoy
2012,Author,2/2/12,Media,David Agus
2002,Actor,8/8/02,Acting,Paul Rudd
2006,Essayist,10/16/06,Media,Frank Rich
2013,Actress,10/3/13,Acting,Kerry Washington
2008,Television Actor,1/7/08,Acting,Ronald Seeber
2009,Journalist,12/7/09,Media,Dan Rather
2013,Actress,1/22/13,Acting,Jennifer Lopez
2010,Actor,6/7/10,Acting,John C. Reilly
2011,Actress,5/12/11,Acting,Kristen Wiig
2014,Journalist,5/8/14,Media,Katie Couric
2003,Actor,8/11/03,Acting,Samuel L. Jackson
2013,Actress,5/7/13,Acting,Mindy Kaling
2006,Professor,3/23/06,Academic,Michael Mandelbaum
2005,Philosopher,3/14/05,Academic,Harry Frankfurt
2006,Actor,8/15/06,Acting,Samuel L. Jackson
2012,American football wide receiver,7/17/12,Athletics,Victor Cruz
2009,Writer,4/9/09,Media,William D. Cohan
2008,Actor,8/14/08,Acting,Ben Stiller
2014,US senator,4/22/14,Politician,Elizabeth Warren
2001,Actor,1/15/01,Acting,Willem Dafoe
2010,Actor,3/4/10,Acting,Scott Patterson
2012,Former Us Senator,1/11/12,Politician,Jim DeMint
2013,Actor,9/5/13,Acting,Michael C. Hall
2011,Journalist,5/17/11,Media,Annie Jacobsen
1999,Actor,6/16/99,Acting,Mike Myers
1999,Actor,4/20/99,Acting,Rob Estes
2011,ADMIRAL,9/12/11,Military,Admiral Michael Mullen
2014,Actor,5/15/14,Acting,Jim Parsons
2010,Journalist,2/2/10,Media,Brian Williams
2012,Journalist,8/1/12,Media,Fred Guterl
2011,Journalist,6/7/11,Media,Fareed Zakaria
2007,Actor,7/17/07,Acting,Christopher Walken
2003,Editor,3/24/03,Media,Jim Kelly
2000,Actor,9/6/00,Acting,Greg Kinnear
2003,Actor,7/22/03,Acting,Scott Glenn
2012,Canon,12/10/12,Clergy,Bishop Gene Robinson
2005,Actor,1/5/05,Acting,Don Cheadle
2011,United States Senate member,3/7/11,Politician,Rand Paul
2006,Actress,6/8/06,Acting,Lily Tomlin
2003,Actor,11/13/03,Acting,Brendan Fraser
2014,United States Senator,9/9/14,Politician,Kirsten Gillibrand
2008,Actor,11/6/08,Acting,Paul Rudd
2008,Former White House Press Secretary,5/13/08,Political Aide,Bill Moyers
2001,Television Actress,4/12/01,Acting,Brittany Daniel
2009,Former United States Secretary of the Interior,5/7/09,Politician,Ken Salazar
2004,Comedian,1/20/04,Comedy,Jeff Garlin
2007,Professor,3/19/07,Academic,Stephen Prothero
2002,Actress,1/8/02,Acting,Anjelica Huston
2002,Journalist,4/2/02,Media,David Brock
2014,Actor,6/2/14,Acting,Robert De Niro
2007,Author,8/1/07,Media,Jed Babbin
2011,Former Mayor of New Orleans,6/20/11,Politician,Ray Nagin
2010,Professional Wrestler,11/10/10,Athletics,Mick Foley
2012,Stand-up comedian,7/26/12,Comedy,"Zach the Erect"" Galifianakis & Will Ferrell"""
2009,Actor,5/4/09,Acting,Denis Leary
2015,Legal Analyst,6/24/15,Misc,Andrew Napolitano
2012,Historian,2/22/12,Academic,Bruce Bartlett
2000,Actress,10/30/00,Acting,Brett Butler
2007,Writer,8/9/07,Media,Tal Ben-Shahar
2009,Singer,6/8/09,Musician,Gretchen Peters
2012,Actor,1/17/12,Acting,Liam Neeson
2001,Actor,4/9/01,Acting,Paul Reubens
1999,Actor,6/9/99,Acting,Damon Wayans
2015,Actor,6/16/15,Acting,Aziz Ansari
2010,Former Us Representative,8/17/10,Politician,Dick Armey
2014,Journalist,1/23/14,Media,Anjan Sundaram
2000,Actor,5/16/00,Acting,Kyle MacLachlan
2003,Actor,10/23/03,Acting,Anthony Hopkins
2008,Journalist,10/22/08,Media,Tom Brokaw
2008,Actor,6/19/08,Acting,Mike Myers
1999,US senator,12/8/99,Politician,"Senator Bob Dole, part 2"
2006,Astronaut,2/13/06,Science,Astronaut Mike Mullane
2007,Former Vice President,5/24/07,Politician,Al Gore
2003,Actor,1/9/03,Acting,Philip Seymour Hoffman
2010,Journalist,11/16/10,Media,Bethany McLean and Joe Nocera
2013,Actor,9/26/13,Acting,Robin Williams
2007,Author,2/14/07,Media,Ishmael Beah
2009,Former Director Of The National Economic Counscil,2/2/09,Government,Lawrence Lindsey
2009,Historian,4/23/09,Academic,Richard Beeman
2000,Actor,10/18/00,Acting,Joshua Jackson
2015,Author,7/27/15,Media,David McCullough
2002,Journalist,4/25/02,Media,H.W. Crocker III
2001,Comedian,6/4/01,Comedy,Jake Johannsen
2012,NA,8/31/12,NA,none
2005,Film Actress,5/9/05,Acting,Kathleen Turner
2000,Actor,10/3/00,Acting,Ashton Kutcher
2005,Actress,9/15/05,Acting,Gwyneth Paltrow
2009,Basketball Player,6/22/09,Athletics,Bill Russell
2001,Actor,4/30/01,Acting,Eric McCormack
2006,Author,4/26/06,Media,Kimberley Strassel
2010,Soccer Player,6/30/10,Athletics,Landon Donovan and Bob Bradley
2006,Actor,1/10/06,Acting,Albert Brooks
2010,Author,8/2/10,Media,Mary Roach
2009,Actress,6/25/09,Acting,Cameron Diaz
2003,Designer,7/28/03,Media,Paul Teutul Sr. Paul Teutul Jr.
2014,Author,1/21/14,Media,Theresa Payton
2004,Social Activist,10/4/04,Advocacy,Bishop Desmond Tutu
2006,Economist,2/14/06,Academic,Peter Tertzakian
2014,Actress,7/30/14,Acting,Maggie Gyllenhaal
2008,Television Host,7/24/08,Media,Geo Beach
2006,Former Governor of New Jersey,8/16/06,Politician,Thomas Kean
2009,Rock Band,11/19/09,Musician,Jack's Mannequin
2014,Actor,4/9/14,Acting,Colin Firth
2005,Historian,9/14/05,Academic,Dr. Edward J. Larson
2004,Business Magnate,2/3/04,Business,Donald Trump
2004,Trumpeter,3/22/04,Musician,Wynton Marsalis
2003,Singer,5/12/03,Musician,Randy Jackson
2005,Radio Host,7/20/05,Media,Robert F. Kennedy Jr.
2000,Film Actor,9/5/00,Acting,Donal Logue
2000,Activist,10/5/00,Advocacy,Ralph Nader
2012,United States Senator,8/28/12,Politician,Marco Rubio
2015,Biographer,7/29/15,Media,Doris Kearns Goodwin
2013,Author,2/20/13,Media,Helaine Olen
2004,Civil Rights Activist,10/27/04,Advocacy,Jesse Jackson
2010,Actress,6/22/10,Acting,Cameron Diaz
2014,Comedian,1/27/14,Comedy,Jeff Garlin
2003,Actor,12/1/03,Acting,Adam Goldberg
2000,Actor,11/30/00,Acting,Anthony Clark
2000,Boxer,9/13/00,Athletics,Lennox Lewis
2007,Baseball Player,10/31/07,Athletics,David Wright
2007,Actor,2/28/07,Acting,Jake Gyllenhaal
2005,Journalist,8/16/05,Media,Seymour Hersh
2000,Actress,6/22/00,Acting,Alicia Silverstone
2007,US senator,4/24/07,Politician,Sen. John McCain
1999,Stand-up comedian,7/15/99,Comedy,Robert Klein
2002,Stand-Up Comedian,6/20/02,Comedy,David Cross Bob Odenkirk
2004,US senator,9/2/04,Politician,Sen. John McCain
2007,Director,3/13/07,Media,John Waters
2000,Actor,9/21/00,Acting,Jamie Foxx
1999,NA,12/15/99,NA,Greatest Millennium Special
2011,Television Host,9/28/11,Media,Bill O'Reilly
2001,Stunt Perfomrer,6/26/01,Acting,Johnny Knoxville
2009,Former White House Press Secretary,1/8/09,Political Aide,Dana Perino
2009,Journalist,12/10/09,Media,Gwen Ifill
2000,Actor,7/17/00,Acting,Shawn Wayans & Marlon Wayans
2000,Actor,9/18/00,Acting,Ryan Phillippe
2001,Actor,8/22/01,Acting,Will Ferrell
2002,Actor,7/25/02,Acting,Seth Green
2006,Actor,4/25/06,Acting,Tom Selleck
2008,Journalist,7/31/08,Media,Brian Williams
2009,Actor,5/12/09,Acting,Tom Hanks
2000,Actor,10/17/00,Acting,Christian Slater
2011,Actor,8/2/11,Acting,Jason Bateman
2002,Actor,3/12/02,Acting,Denis Leary
2001,Actor,6/25/01,Acting,Sam Robards
1999,Singer-lyricist,1/20/99,Musician,Michael Stipe
2005,Journalist,7/21/05,Media,Fareed Zakaria
2000,Actor,3/28/00,Acting,Joshua Jackson
2002,Actor,4/15/02,Acting,Samuel L. Jackson
2012,Mayor Of London,6/11/12,Politician,Boris Johnson
2013,Actor,1/31/13,Acting,Jason Bateman
2007,0,3/8/07,NA,John Bambenek
2011,Minister,10/19/11,Clergy,Al Sharpton
2005,Actor,1/26/05,Acting,John Leguizamo
1999,Actor,3/9/99,Acting,Jon Voight
2004,Comedian,2/10/04,Comedy,Dave Chappelle
2001,Actor,7/24/01,Acting,Paul Giamatti
1999,Actress,1/27/99,Acting,Yasmine Bleeth
2001,Comedian,11/8/01,Comedy,Jennifer Saunders
2014,Actress,12/17/14,Acting,Anna Kendrick
2009,Journalist,8/3/09,Media,Ronald Kessler
2007,Comedian,11/1/07,Comedy,Jerry Seinfeld
2010,Economist,2/1/10,Academic,Austan Goolsbee
2004,Comedian,12/15/04,Comedy,Billy Connolly
2009,Journalist,5/5/09,Media,Fareed Zakaria
2010,Historian,11/2/10,Academic,Michael Beschloss
2009,Journalist,12/1/09,Media,Thomas Friedman
2006,Journalist,1/9/06,Media,James Risen
2015,Actress,2/26/15,Acting,Olivia Wilde
2001,Actor,10/10/01,Acting,Jeremy Piven
2000,Film actress,5/1/00,Acting,S. Epatha Merkerson
2004,US senator,3/15/04,Politician,Sen. Charles Schumer
2011,Journalist,10/3/11,Media,Thomas Friedman
2002,Actor,4/23/02,Acting,Beau Bridges
2003,Actress,4/29/03,Acting,Julia Louis-Dreyfus
2006,Actor,11/9/06,Acting,Dustin Hoffman
2000,Actress,5/8/00,Acting,Wendie Malick
2009,Author,10/5/09,Media,Sarah Vowell
2001,Actor,11/1/01,Acting,Kevin Spacey
2011,Author,3/22/11,Media,T.J. English
2012,Satirist,6/21/12,Media,Bassem Youssef
1999,Actress,10/21/99,Acting,Melissa Gilbert
2001,Singer,1/10/01,Musician,Vitamin C
2000,Singer-Songwriter,10/16/00,Musician,Alice Cooper
1999,Actress,2/8/99,Acting,Melissa Gilbert
2006,Actor,1/19/06,Acting,Josh Lucas
2002,Writer,5/7/02,Media,Mark Bowden
2008,Professor,5/8/08,Academic,David D. Perlmutter
2002,Editor,4/16/02,Media,Lisa Beyer
2009,Actor,1/13/09,Acting,Daniel Craig
2009,Former Governor Of Arizona,10/12/09,Politician,Janet Napolitano
2014,Actress,1/9/14,Acting,Scarlett Johansson
2003,Actor,9/29/03,Acting,Jack Black
2002,Journalist,3/4/02,Media,David Remnick
2013,Actor,11/13/13,Acting,Keegan-Michael Key and Jordan Peele
2014,Military,9/23/14,Military,Tony Zinni
2001,Actor,10/1/01,Acting,Kelsey Grammer
2006,Actor,2/22/06,Acting,Matthew Fox
2002,Actor,3/18/02,Acting,Andy Richter
2012,Chess Player,11/8/12,Misc,Katie Dellamaggiore and Pobo Efekoro
2004,Actor,1/19/04,Acting,Philip Seymour Hoffman
2008,US president,10/29/08,Politician,Barack Obama
2005,Mathematician,9/14/05,Academic,Dr. William A. Dembski
2012,Business Person,4/23/12,Business,Ben Rattray
2005,Actor,11/28/05,Acting,Adrien Brody
2001,Actor,7/23/01,Acting,Larry Miller
2013,Executive,4/3/13,Business,Sheryl Sandberg
2008,Security Expert,5/28/08,Consultant,Fred Burton
2010,Stand-up comedian,11/1/10,Comedy,Zach Galifianakis
2009,Author,2/4/09,Media,Karen Greenberg
2002,Television Personality,7/11/02,Media,Steve Irwin
2008,Writer,2/14/08,Media,Lee Siegel
2011,Former Us Secretary Of State,11/1/11,Politician,Condoleezza Rice
2012,Consultant,8/6/12,Political Aide,Tim Gunn
2004,US senator,5/10/04,Politician,Sen. John McCain
2007,Writer,6/21/07,Media,Greg Bear
2008,Journalist,9/2/08,Media,Brian Williams
2002,Actor,6/20/02,Acting,David Cross Bob Odenkirk
2000,NA,12/13/00,NA,no guest
2010,Aei President,6/1/10,Advocacy,Arthur C. Brooks
2001,Actor,10/17/01,Acting,Snoop Dogg
2002,Journalist,11/20/02,Media,Catherine Crier
2009,Actor,3/17/09,Acting,Ian McShane
2014,Comedian,6/3/14,Comedy,Ricky Gervais
2010,Actor,12/15/10,Acting,Paul Rudd
2012,United States Senate member,10/3/12,Politician,Rand Paul
2001,Actor,1/16/01,Acting,Tim Robbins
2003,Actor,6/16/03,Acting,Harrison Ford
2005,United States Senator,10/25/05,Politician,Al Franken
1999,Singer,9/21/99,Musician,Donny Osmond Marie Osmond
2006,Former Governor Of New Jersey,9/28/06,Politician,Jim McGreevey
2008,Former U.S. Representative,4/29/08,Politician,Newt Gingrich
2000,Actor,2/1/00,Acting,Vin Diesel
2003,Commentator,5/27/03,Media,William Kristol
2004,Journalist,4/29/04,Media,Bob Woodward
2008,Commentator,10/30/08,Media,Bill Kristol
2002,Former American Senator,10/28/02,Politician,John Edwards
2014,Coach,4/28/14,Athletics,Mookie Wilson
